id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2818,Quiet Garden View Room & Super Fast WiFi,3159,Daniel,,Oostelijk Havengebied - Indische Buurt,52.36575,4.94142,Private room,59,3,262,2019-06-28,2.09,1,107
20168,Studio with private bathroom in the centre 1,59484,Alexander,,Centrum-Oost,52.36509,4.89354,Private room,80,1,279,2019-07-08,2.45,2,140
25428,Lovely apt in City Centre (w.lift) near Jordaan,56142,Joan,,Centrum-West,52.37297,4.88339,Entire home/apt,125,14,3,2019-05-11,0.17,2,106
27886,"Romantic, stylish B&B houseboat in canal district",97647,Flip,,Centrum-West,52.38673,4.89208,Private room,150,2,195,2019-07-01,2.14,1,74
28871,Comfortable double room,124245,Edwin,,Centrum-West,52.36719,4.89092,Private room,75,2,277,2019-07-02,2.56,3,138
29051,Comfortable single room,124245,Edwin,,Centrum-West,52.36773,4.89151,Private room,55,2,428,2019-06-29,4.23,3,173
31080,2-story apartment + rooftop terrace,133488,Nienke,,Zuid,52.35132,4.84838,Entire home/apt,219,3,32,2017-10-16,0.33,1,0
38266,Nice and quiet place in the Jordaan,164204,Julian,,Centrum-West,52.37565,4.87969,Entire home/apt,145,3,199,2019-05-19,1.82,1,131
41125,Amsterdam Center Entire Apartment,178515,Fatih,,Centrum-West,52.37891,4.88321,Entire home/apt,180,4,85,2019-06-23,0.81,1,0
42970,Comfortable room@PERFECT location + 2 bikes,187580,Micha,,Centrum-West,52.36781,4.89001,Private room,159,3,450,2019-07-01,4.18,2,110
43109,Oasis in the middle of Amsterdam,188098,Aukje,,Centrum-West,52.37537,4.88932,Entire home/apt,210,13,690,2019-07-06,10.02,1,0
43980,View into park / museum district (long/short stay),65041,Ym,,Zuid,52.35746,4.86124,Entire home/apt,100,30,61,2018-02-18,0.58,1,182
44391,"Amsterdam Centre, 3-room Apartment",194779,Jan,,Centrum-Oost,52.37017,4.91438,Entire home/apt,240,4,35,2019-05-12,0.33,1,1
46386,Cozy loft in central Amsterdam,207342,Joost,,De Pijp - Rivierenbuurt,52.35247,4.90825,Entire home/apt,150,3,3,2018-01-03,0.03,1,0
47061,Charming apartment in old centre,211696,Ivar,,De Baarsjes - Oud-West,52.36799,4.87447,Entire home/apt,140,2,182,2019-06-19,1.69,1,37
48076,Amsterdam Central and lot of space,219080,Franklin,,Centrum-West,52.38042,4.89453,Entire home/apt,350,5,182,2019-06-29,1.92,2,146
49552,Multatuli Luxury Guest Suite in top location,225987,Joanna & MP,,Centrum-West,52.37925,4.89023,Entire home/apt,220,3,327,2019-06-30,3.09,1,242
50518,Perfect central Amsterdam apartment,231806,Nikki,,Westerpark,52.38201,4.87865,Entire home/apt,125,1,97,2019-06-20,1.19,1,0
50523,B & B de 9 Straatjes (city center),231946,Raymond,,Centrum-West,52.36841,4.88413,Private room,115,2,249,2019-06-24,2.40,1,223
50570,Bright Apartment - residential area,232321,Evert,,Bos en Lommer,52.37774,4.84891,Entire home/apt,90,4,157,2019-03-26,1.56,2,0
52490,Amsterdam Aqua,185836,VictorLuke,,Oostelijk Havengebied - Indische Buurt,52.37005,4.93869,Private room,72,3,90,2019-06-24,0.85,1,12
53067,Green studio at the attic of a townhouse,246493,DoJo,,De Pijp - Rivierenbuurt,52.35339,4.90064,Private room,87,5,345,2019-06-29,3.28,3,2
53671,Nice room near centre with en suite bath,247822,Georg,,Westerpark,52.38905,4.88559,Private room,75,3,291,2019-07-02,2.90,1,267
53692,Large quiet Studio with gardenview in hip area.,246493,DoJo,,De Pijp - Rivierenbuurt,52.35348,4.90049,Private room,60,1,276,2019-07-06,2.80,3,10
55256,Luminous central room,260785,Lotte,,Centrum-Oost,52.37126,4.90351,Private room,86,1,161,2019-06-22,1.58,1,137
55621,"Fully equiped house, PIJP area = great",262846,Bharati,,De Pijp - Rivierenbuurt,52.35386,4.89772,Entire home/apt,222,3,30,2019-06-14,0.29,1,3
55703,groundfloor apartment with patio,263214,Arjan,,Bos en Lommer,52.37561,4.85819,Entire home/apt,250,3,3,2016-10-19,0.06,1,189
55709,Bright Loft in Centre Amsterdam,263233,Jan-Willem,,Centrum-Oost,52.35896,4.89726,Entire home/apt,159,5,53,2019-03-27,0.51,1,1
55807,"Greatly located, cozy atmosphere",263844,Rai & Clo,,De Baarsjes - Oud-West,52.36966,4.86203,Private room,60,2,156,2019-06-23,1.48,1,102
55868,Apartment near Museumplein (centre),264178,Cornelie,,Zuid,52.35613,4.88515,Entire home/apt,149,4,90,2019-05-31,0.87,1,3
56879,"86 m2, city centre & lovely view",270282,Linda & Theo,,Centrum-West,52.38453,4.89255,Entire home/apt,112,28,1,2012-07-27,0.01,1,206
58211,En Suite accommodation in a monumental canal house,278253,Marcel,,Centrum-West,52.36916,4.88445,Private room,235,3,99,2019-07-04,1.16,2,264
62015,"Charming, beautifully & sunny place",301340,Jessica,,Oud-Oost,52.36445,4.93124,Entire home/apt,109,2,27,2019-06-27,0.26,1,153
62801,Very nice appartment ALL of januari,306117,Jan,,Bos en Lommer,52.38459,4.85463,Entire home/apt,750,30,0,,,1,365
63872,SUMMER SALE - AMSTERDAM ARTIST LOFT,312121,Morgan,,Centrum-Oost,52.37117,4.90948,Entire home/apt,133,2,117,2019-04-28,1.16,1,33
64736,Luxury Houseboat,306192,Conny,,De Baarsjes - Oud-West,52.36348,4.86783,Entire home/apt,189,3,96,2019-06-27,1.35,1,11
64769,Unique 3 bedroom house in Centre,312863,Marijntje,,Centrum-Oost,52.36225,4.902,Entire home/apt,450,4,27,2019-01-05,0.27,1,49
65230,Juwelier,213960,Riek,,Centrum-West,52.36871,4.89284,Entire home/apt,179,3,91,2019-06-22,0.93,1,35
67841,Amsterdam - The Pijp Apartment 1A,335166,Dene,,De Pijp - Rivierenbuurt,52.35472,4.89324,Entire home/apt,100,3,15,2019-03-29,0.21,2,0
68290,Rebel - Private Room,336950,Manuel,,Centrum-West,52.36887,4.89523,Private room,109,1,641,2019-06-29,6.33,4,143
68873,Yves Klein - Private Room,336950,Manuel,,Centrum-West,52.3695,4.89556,Private room,109,1,568,2019-06-29,5.57,4,147
69042,Cozy comfortable Studio | At the Canals | Vondelpark!,344312,Kjetil,,Centrum-West,52.37353,4.87691,Private room,108,3,149,2019-06-23,1.49,2,185
73208,Centre Museum Quarter Apt Roof Deck,381900,Vikki,,Zuid,52.35935,4.87672,Entire home/apt,220,5,61,2019-04-04,0.60,1,182
73917,B28 Unique Houseboat  Herengracht,387205,Edwin,,Centrum-West,52.37894,4.8906,Entire home/apt,175,3,90,2019-06-13,1.21,1,182
75382,Garden Suite Studiohttps://www.airbnb.com/manage-l,399879,Tina,,Oud-Oost,52.36482,4.92762,Private room,105,3,215,2019-07-01,2.17,3,19
75444,Cottage Room- Completely Private,399879,Tina,,Oud-Oost,52.36551,4.92848,Private room,70,3,278,2019-07-04,2.82,3,66
76668,"studio INN, bright and spacious",409579,Guido,,Westerpark,52.38898,4.89043,Private room,135,3,52,2019-07-04,1.40,1,247
80634,Amazing location - canalhouse room,436145,Riks,,Centrum-West,52.37976,4.89398,Private room,160,2,151,2019-07-07,2.25,5,16
80635,TOP LOCATED Canalhouse B&B Jordaan,436145,Riks,,Centrum-West,52.37876,4.89264,Private room,105,2,190,2019-07-08,1.88,5,17
81982,Houseboat Amstel river next to park,378043,Martin,,De Pijp - Rivierenbuurt,52.34178,4.91222,Private room,93,3,208,2018-10-17,2.07,1,150
82482,The Backroom - Central private appt,186729,Shawna,,Centrum-West,52.37026,4.88003,Entire home/apt,95,1,753,2019-07-06,7.67,1,203
82748,Bright apt in central Amsterdam,450453,Rudolf,,Centrum-West,52.37307,4.89343,Entire home/apt,249,3,127,2019-07-02,1.26,2,225
83498,Single attic room for one person only,124245,Edwin,,Centrum-West,52.36723,4.89124,Private room,45,2,461,2019-07-02,7.08,3,149
84057,Bed&Bike SleepOnNature - free bikes,459028,Stefania,,De Baarsjes - Oud-West,52.36488,4.8511,Private room,100,3,78,2019-06-13,0.80,5,320
91535,"Houseboat ""Ramona"" Amsterdam centre",494281,Michiel,,De Pijp - Rivierenbuurt,52.35725,4.89588,Entire home/apt,189,3,29,2018-10-15,0.30,1,0
96048,De Baronie B&B in historic centre,510526,Tuhami,,Centrum-Oost,52.3727,4.90776,Private room,75,1,143,2019-06-23,2.66,1,154
97221,Beautiful and spacious room,195859,Gianni,,Slotervaart,52.3491,4.83611,Private room,40,2,163,2019-06-20,1.67,2,331
97476,"Sunny, spacious apartment near Vondelpark",485930,Rachel,,Zuid,52.35637,4.86579,Entire home/apt,135,2,50,2019-06-17,0.51,1,0
107195,"A'dam Centre, Bright and Comfy",249794,Marieke,,Centrum-Oost,52.37007,4.9196,Entire home/apt,150,2,33,2019-02-10,0.35,1,0
107972,museums and music,558976,Joke,,De Baarsjes - Oud-West,52.36397,4.87651,Entire home/apt,100,3,81,2019-07-06,0.82,1,5
108890,Amsterdam at its best,563208,Jorien,,De Baarsjes - Oud-West,52.36083,4.85667,Entire home/apt,100,5,3,2018-05-30,0.11,1,0
115795,Jardin Dreams | Warm | 2 Bedrooms|Renovated|,468497,Lennart,,De Pijp - Rivierenbuurt,52.35244,4.89595,Private room,165,90,105,2017-07-12,1.15,1,0
118097,"all private, art @ home in city center-1",538659,Wendie And Hans,,Centrum-West,52.36571,4.88464,Private room,97,4,348,2019-06-22,3.94,2,134
118117,Lovely self contained studio in Oud West,596513,Nina & Benjamin,,De Baarsjes - Oud-West,52.36888,4.86955,Private room,87,3,513,2019-06-17,5.26,1,185
120872,Retro Luxury Apartment,607597,Martijn,,Bos en Lommer,52.38193,4.85541,Entire home/apt,99,2,151,2019-05-27,1.57,2,0
130390,Large private room for rent Center / De Pijp,642044,Jessy,,De Pijp - Rivierenbuurt,52.35517,4.88969,Private room,80,2,29,2017-10-15,0.31,1,0
137026,Entire house with garden in De Pijp,670266,Ton & Fede,,De Pijp - Rivierenbuurt,52.35361,4.90562,Private room,259,3,93,2019-04-27,1.02,1,200
141708,light modern & cosy apartment,689016,Cindy,,Oostelijk Havengebied - Indische Buurt,52.36461,4.93892,Entire home/apt,98,6,83,2019-04-07,0.85,2,1
148132,Bright room in lively Kinkerbuurt,715549,Remy,,De Baarsjes - Oud-West,52.3686,4.86487,Private room,52,2,4,2018-11-25,0.46,1,0
150634,Lovely apartment near Vondelpark,725727,Colin Jeffrey,,De Baarsjes - Oud-West,52.36674,4.86746,Private room,120,2,62,2019-06-14,1.58,1,301
152280,100% independent studio with balcony and WiFi,732783,Max Osole,,Bos en Lommer,52.37961,4.85443,Private room,89,1,589,2019-04-27,6.03,3,0
158466,100% private Sunny studio close to city centre,732783,Max Osole,,Bos en Lommer,52.37765,4.85496,Private room,79,1,530,2019-06-30,5.49,3,0
162467,Modern app. with brand new design bathroom,776296,Nicole,,De Baarsjes - Oud-West,52.36368,4.85506,Entire home/apt,145,3,53,2019-06-22,0.67,1,191
165833,Amsterdam at your feet,790547,Bart,,De Baarsjes - Oud-West,52.37336,4.85754,Entire home/apt,74,2,37,2018-05-23,0.63,1,180
168769,"SUPERLOCATED Room in  CANALHOUSE, Private bath",436145,Riks,,Centrum-West,52.37916,4.89409,Private room,115,2,235,2019-07-05,2.48,5,28
169356,"Central,Rooftop 360',Zen,Canal-View, Bright,Quiet",806976,Nick,,Centrum-West,52.38172,4.8831,Entire home/apt,165,8,19,2019-04-26,0.20,1,32
171054,Spacious apartment next to center,815989,Kamiel,,De Baarsjes - Oud-West,52.36916,4.86643,Entire home/apt,120,6,103,2018-11-28,1.06,1,0
171631,"Pleasant,cosy & crazy apartment with small balcony",818479,Keja,,De Baarsjes - Oud-West,52.36339,4.85402,Entire home/apt,89,4,45,2018-04-03,0.46,1,294
175989,"Spaceous, sunny ands quiet in A’dams best street!",58458,Dre&Kareltje,,De Baarsjes - Oud-West,52.35964,4.86713,Entire home/apt,100,3,101,2019-06-02,1.06,1,0
176423,Stay in the heart of Amsterdam!,843692,Janneke,,De Pijp - Rivierenbuurt,52.35262,4.8949,Entire home/apt,85,4,63,2017-09-20,0.66,1,12
179528,Authentic Amsterdam apartment RAI,856540,Pierre,,De Pijp - Rivierenbuurt,52.34231,4.89419,Entire home/apt,230,29,26,2017-03-03,0.27,2,249
182839,"Central, quiet, design apartment ",876866,Marian,,Oud-Noord,52.38624,4.90067,Entire home/apt,125,30,15,2012-07-26,0.17,1,0
184282,Romantic apartment in the heart of the city,883996,Sharon,,Centrum-Oost,52.36321,4.88905,Entire home/apt,230,3,181,2019-06-23,1.94,1,288
188347,Clean & Cozy room + Free Bikes,907405,Yahav,,De Baarsjes - Oud-West,52.36824,4.85321,Private room,50,1,341,2019-06-26,3.56,2,13
189754,Metropolitan B&B centre Amsterdam,915591,Marijn,,Centrum-West,52.37433,4.89247,Private room,160,2,158,2019-07-05,1.66,1,245
190943,Lovely light appartment with garden,922787,Nanna,,Zuid,52.35221,4.84661,Entire home/apt,150,5,10,2019-05-07,0.12,1,14
191404,2 stories high apartment Amsterdam,925483,Jo-Ann,,Bos en Lommer,52.37645,4.86099,Entire home/apt,195,2,7,2019-05-05,0.07,1,3
193038,Private Loft Ensuite in Center Amsterdam,935742,Johan,,Centrum-Oost,52.36087,4.89559,Private room,95,3,539,2019-06-21,5.66,1,231
198307,The best spot to discover Amsterdam,967796,Marie-Katrien,,Centrum-West,52.38393,4.89237,Entire home/apt,129,3,37,2017-05-03,0.39,1,2
199844,ART & DESIGN APARTMENT,976652,Home,,Westerpark,52.38351,4.87573,Entire home/apt,99,4,42,2017-05-02,0.44,1,0
200461,Studio next 2 V´park near Leidsepl.,539840,Johanna,,De Baarsjes - Oud-West,52.35931,4.86111,Entire home/apt,79,7,36,2019-02-20,0.38,1,3
203658,Best Area - Large Luxury 3 Bdr Home,999036,Eelco,,Zuid,52.34744,4.86886,Entire home/apt,284,3,24,2017-07-02,0.26,1,0
205759,Central yet quiet studio apartment,1011967,Tim,,De Baarsjes - Oud-West,52.36889,4.86429,Entire home/apt,99,1,2,2015-07-27,0.04,1,0
212050,Spacious home w roof garden,887591,Danielle,,De Baarsjes - Oud-West,52.36895,4.86452,Entire home/apt,180,3,16,2019-04-29,0.17,1,204
213371,"Spacious apartment, great location in De Pijp",1100324,Hendrik,,De Pijp - Rivierenbuurt,52.35333,4.89683,Entire home/apt,400,2,18,2019-06-30,0.19,1,59
214531,LUXURIOUS GUESTHOUSE in CITY CENTER,1107389,Henry,,Centrum-West,52.37069,4.89516,Private room,114,3,158,2019-05-29,1.69,1,223
217692,THE AMSTERDAM RAI EXPERIENCE / FREE PARKING / WIFI,1124563,Nicole,,De Pijp - Rivierenbuurt,52.33762,4.8936,Entire home/apt,150,3,15,2019-02-09,0.26,1,272
219276,Suite in Canalhouse with Jacuzzi ,1135329,Amsterdam Boutique Apartments,,Centrum-West,52.36891,4.8897,Private room,265,2,2,2019-04-21,0.02,2,319
221922,❖100% independent studio sharing balcony and rest❖,732783,Max Osole,,Bos en Lommer,52.37954,4.85415,Private room,99,1,6,2016-03-08,0.06,3,37
221943,Cozy Houseboat - Central Amsterdam,1151745,Mario,,De Baarsjes - Oud-West,52.36564,4.8764,Entire home/apt,170,3,197,2019-06-24,2.09,1,273
222516,Homely and tasteful apartment in Amsterdam,1155595,Alex,,De Baarsjes - Oud-West,52.3611,4.85894,Entire home/apt,100,3,121,2019-07-07,1.29,1,7
226121,Great apartment in top neighborhood,1178877,Eric,,De Baarsjes - Oud-West,52.35957,4.86589,Private room,165,4,88,2019-05-27,0.93,1,8
230710,Jordaan apt with views of canals and Westerkerk,1205924,Peter,,Centrum-West,52.37591,4.87807,Entire home/apt,125,14,16,2018-08-31,0.18,1,0
236180,Modern stylish apartment,1238074,Rozemarijn,,Centrum-West,52.36574,4.88021,Entire home/apt,175,3,2,2016-09-11,0.04,1,0
236632,Charming 1 BR apartment in museum district,77484,Annelies,,De Pijp - Rivierenbuurt,52.35614,4.88848,Entire home/apt,135,2,125,2019-06-30,1.36,5,70
237017,Cozy & stylish near Jordan/Centre,1158389,Anke,,De Baarsjes - Oud-West,52.37149,4.86276,Entire home/apt,80,2,17,2018-02-26,0.21,1,19
240191,Private Room on Amsterdam Canal near museumarea,642281,Amsterdamissy,,Zuid,52.34978,4.85276,Private room,64,2,10,2019-07-01,1.75,1,306
245927,Sonnenberg - Canal side & view - Most central spot,1005087,Wytse,,Centrum-West,52.36791,4.88809,Entire home/apt,400,2,71,2019-06-22,0.81,2,71
247805,"Bellavista, central,with canal view",1298735,Carolien,,De Baarsjes - Oud-West,52.36588,4.87261,Private room,119,2,325,2019-06-26,3.49,1,260
250702,Charming Full Option Amsterdam Apt,1314459,David,,De Pijp - Rivierenbuurt,52.34604,4.89709,Entire home/apt,120,3,37,2017-02-22,0.40,1,0
250751,Modern studio near central AMS,1314658,Mira,,Oostelijk Havengebied - Indische Buurt,52.3661,4.93299,Entire home/apt,70,2,151,2019-06-26,1.63,1,0
252080,Amazing apartment historical centre,1322517,Evan,,Centrum-Oost,52.36961,4.90982,Entire home/apt,385,3,8,2014-06-26,0.09,1,207
253650,Great room @ BEST location  + 2 bikes!,187580,Micha,,Centrum-West,52.36775,4.88982,Private room,149,3,390,2019-07-04,4.27,2,122
253792,Luxury City Center Canal Apartment,106225,Jeff,,Centrum-West,52.37408,4.89779,Entire home/apt,193,2,83,2019-06-09,0.90,1,17
254104,The Flying Pancake B&B Amsterdam,1334704,Claudia,,Centrum-Oost,52.36513,4.90837,Private room,149,2,72,2019-07-02,1.42,1,264
254800,Amazing apartment in city center,1337537,Dj,,Centrum-West,52.37131,4.88206,Entire home/apt,250,2,46,2019-04-14,0.61,1,80
255177,"Room with sauna, patio, a study and a kitchenette",1340887,Carolien & Marcel,,De Pijp - Rivierenbuurt,52.35698,4.89069,Private room,125,4,107,2019-06-05,3.11,1,40
255202,Amsterdam B&B Barangay,1340998,Godwin Guido Sol Dumagat,,Centrum-West,52.37683,4.88914,Private room,188,3,2,2012-02-13,0.02,2,358
255809,Stylish apartment with free carpark,1344947,Flo & André,,De Pijp - Rivierenbuurt,52.34426,4.88722,Private room,150,2,60,2018-06-25,0.68,1,277
256670,"Caracteristic, family apartment",1350388,Stefan,,De Baarsjes - Oud-West,52.35941,4.85995,Entire home/apt,168,5,6,2018-01-05,0.08,1,10
258273,Great CENTRAL apartment De Pijp,1358307,Peter,,De Pijp - Rivierenbuurt,52.3542,4.8916,Entire home/apt,8000,30,8,2013-10-22,0.09,1,365
262209,Full apartment close to center for couples/1baby,1375554,Claire,,Oostelijk Havengebied - Indische Buurt,52.36164,4.93827,Entire home/apt,110,3,14,2018-11-05,0.15,1,7
262394,Charming Studio with Roof Terrace,1376607,Martin,,Zuid,52.35519,4.85117,Private room,88,3,112,2019-03-31,1.27,1,3
265349,"Private, central & luxurious apment",1391689,Fleur,,De Baarsjes - Oud-West,52.36048,4.86345,Entire home/apt,85,2,22,2019-05-02,0.24,1,0
270839,Quiet room in sunny apartment on canal,1417625,Jan And Tota,,Bos en Lommer,52.37745,4.85994,Private room,70,3,191,2019-07-01,2.21,1,29
271787,Quiet B&B in center of Amsterdam (Jordaan),1422303,Hans Onno,,Centrum-West,52.37049,4.87967,Private room,110,3,34,2019-07-02,0.39,1,222
272597,"Luxury appartm, good neighbourhood",1426693,Arnoud,,Zuid,52.34633,4.85629,Entire home/apt,120,5,6,2018-04-08,0.13,1,0
274688,Cozy sleeping in popular Amsterdam West,1435990,Marij,,Bos en Lommer,52.37843,4.85484,Entire home/apt,125,4,42,2019-06-02,0.46,1,9
276275,Great loft: live the good life. Next to the RAI.,1443641,Gideon,,De Pijp - Rivierenbuurt,52.33921,4.89376,Entire home/apt,169,4,22,2017-11-25,0.26,1,364
277011,nice apartment in centre amsterdam,1446698,Aafje,,De Baarsjes - Oud-West,52.3583,4.85909,Entire home/apt,125,4,20,2018-11-14,0.23,2,0
282269,Your central home in wonderful AMS!,1471195,Judith,,Zuid,52.35017,4.85255,Entire home/apt,115,10,3,2015-09-15,0.04,1,0
283170,5-bedrooms house; central location,1451657,Marco,,Zuid,52.35353,4.87514,Entire home/apt,650,2,102,2019-05-29,1.16,1,256
283621,Luxury in CITY-CENTRE!,1477248,Erik,,Centrum-West,52.38057,4.88565,Entire home/apt,105,7,41,2019-06-22,0.45,8,176
284319,Excellent Room 3 centre Amsterdam,1480817,Gerard,,Centrum-Oost,52.36009,4.89461,Private room,115,2,16,2018-01-03,0.17,2,295
286374,Cozy and quiet 1 bedroom apartment,1173052,Anita,,Geuzenveld - Slotermeer,52.37899,4.83494,Entire home/apt,80,4,0,,,1,0
286500,"Center,Canal View, Private Bathroom",1491565,David,,Centrum-West,52.37497,4.89884,Private room,150,3,262,2019-05-31,2.89,2,238
289071,"Romantic houseboat in Jordaan, private room.",1501819,Tanneke,,Centrum-West,52.38037,4.88021,Private room,90,3,204,2019-06-11,2.24,1,58
290701,"Center, Large&Sunny Room,Pvt Bathrm",1491565,David,,Centrum-West,52.37614,4.89894,Private room,150,3,301,2019-06-20,3.35,2,246
291637,cosy bedroom | garden | near center | breakfast,1247363,Alexa & Scott,,Watergraafsmeer,52.35251,4.94338,Private room,95,2,8,2018-02-12,0.09,2,0
291752,Cozy & large bohemian style room ,1511330,Ton,,Oud-Oost,52.35279,4.91256,Private room,99,3,198,2019-06-20,2.16,1,346
293337,Sunny Apartment along river IJ,1493495,Tinda,,Oud-Noord,52.38171,4.9144,Private room,105,4,25,2019-05-31,0.28,1,322
293514,Volledig huis-apartement,1518360,Mw,,Oud-Noord,52.38744,4.9096,Entire home/apt,74,1,5,2015-09-22,0.10,1,0
294468,Amsterdam Center -entire apartment,1509881,Godelief,,Centrum-Oost,52.36294,4.90944,Entire home/apt,175,3,14,2017-06-12,0.29,1,0
297220,Modern Apartment + Roof Terrace near City Centre,1532319,Anand,,De Pijp - Rivierenbuurt,52.35755,4.90144,Entire home/apt,117,7,83,2018-06-30,0.91,1,207
300067,Nice big Room close to centre,1545992,Kaya,,Oud-Oost,52.35668,4.91695,Private room,45,4,9,2018-02-12,0.10,1,0
301220,Cosy apartment in charming Jordaan,1550321,Frederika,,Centrum-West,52.37154,4.87596,Entire home/apt,125,3,83,2017-02-28,0.91,1,0
302426,Sunny family flat in the Jordaan!,1557454,Lia & Reinier,,Centrum-West,52.37997,4.88707,Entire home/apt,126,5,14,2017-09-10,0.16,1,0
304082,Quiet studio in the heart of town with Garden!,276068,Mirre,,Centrum-West,52.37075,4.89787,Private room,140,1,62,2019-07-03,0.70,1,283
304189,Smack dab middle of Amsterdam,1565512,Benjamin,,Centrum-West,52.37094,4.87654,Entire home/apt,165,5,83,2019-06-29,0.92,1,12
305200,Split level Design Canal Apartment,1135329,Amsterdam Boutique Apartments,,Centrum-West,52.36957,4.8883,Entire home/apt,550,2,3,2018-11-18,0.08,2,1
305809,Canal & Parkview Apartment,1573009,Clyde,,Westerpark,52.38448,4.87116,Entire home/apt,275,1,140,2019-07-02,1.61,1,0
306852,"SunShine, A Sunny Amsterdam Special",1141485,Gisèle And Simon,,Centrum-Oost,52.35955,4.8979,Entire home/apt,195,3,14,2019-06-19,0.17,2,12
307470,Unique waterfront canal apartment,1582009,Michiel,,Centrum-Oost,52.37312,4.90653,Entire home/apt,130,21,6,2016-02-22,0.07,1,104
307497,Sailing Ship Amsterdam Centre (1),1582128,Petra,,Westerpark,52.39337,4.88301,Entire home/apt,464,2,94,2019-06-23,1.13,2,59
308028,"SunFlower, A Sunny B&B + 2 Bicycles",1141485,Gisèle And Simon,,Centrum-Oost,52.35853,4.89751,Private room,90,3,34,2019-03-10,0.53,2,0
309436,"Luxurious 17C Canal Villa Apt, Low-cost Parking",1570754,Janet,,Oud-Noord,52.39992,4.92,Entire home/apt,135,2,62,2019-05-31,0.81,1,327
310722,Cozy Central Apartment Amsterdam,1598424,Valentijn,,De Baarsjes - Oud-West,52.35901,4.8644,Entire home/apt,169,2,28,2016-10-22,0.36,1,0
311124,*historic centre* *bright* *canal view* *jordaan*,1600010,Anke & Robert,,Centrum-West,52.37143,4.87667,Entire home/apt,225,3,78,2019-07-07,0.89,2,340
311584,40 m2 Appartment near Leidseplein ,1023895,Luca And Aldo,,De Baarsjes - Oud-West,52.36684,4.87676,Entire home/apt,100,3,60,2019-05-05,0.81,1,0
311694,Excellent Room-2 Centre Amsterdam,1480817,Gerard,,Centrum-Oost,52.36176,4.89321,Private room,115,2,9,2018-06-08,0.17,2,290
313778,3 room apartment in popular Amsterdam Oost!,1612893,Nina,,Oostelijk Havengebied - Indische Buurt,52.36439,4.93944,Entire home/apt,124,3,51,2019-06-08,0.63,1,162
314082,Comfy and cozy private apartment,1613692,Rosanne,,De Baarsjes - Oud-West,52.36314,4.86284,Entire home/apt,111,2,44,2019-06-10,0.50,1,0
314235,Ground floor apartment with patio in De Pijp,1613017,Jasper,,De Pijp - Rivierenbuurt,52.35718,4.89654,Entire home/apt,150,3,11,2019-06-09,0.13,1,0
315820,76m2 app near center&park&amstel,1743575,Anna,,Oud-Oost,52.35562,4.91536,Entire home/apt,107,4,47,2019-04-30,0.53,1,243
319985,Elegant Appartement Central Location.,1640702,J,,De Pijp - Rivierenbuurt,52.35729,4.90163,Entire home/apt,226,2,256,2019-06-24,2.93,2,249
320689,Familyhome easy airport connection!,1642815,Janey,,Zuid,52.34919,4.85889,Entire home/apt,88,1,32,2016-11-07,0.36,1,0
327285,beautiful designed ap.+bikes+garden,1672823,Ester,,De Pijp - Rivierenbuurt,52.3555,4.89215,Private room,225,3,469,2019-07-03,5.26,2,288
328723,"DELUXE PENTHOUSE, Very Center A'dam",1657165,Franciscus (François),,Centrum-Oost,52.36902,4.90194,Entire home/apt,295,7,20,2018-05-28,0.24,1,65
331946,Lovely FAMILY house near Vondelpark,1687595,Sebastiaan,,De Baarsjes - Oud-West,52.36182,4.85699,Entire home/apt,275,2,25,2019-04-26,0.36,1,15
340994,Stay at 'Perfect appartement in the center' by the,1730202,Anja,,Centrum-Oost,52.36884,4.90648,Entire home/apt,150,2,36,2019-06-24,0.41,1,16
342540,cosy quiet studio  garden view C,1738291,Rijmert,,Watergraafsmeer,52.35666,4.93366,Private room,72,2,262,2019-06-23,2.96,1,291
343094,Amstel Nest - an urban retreat for two,1740785,Rob & Fang,,Oud-Oost,52.35549,4.90852,Private room,96,3,338,2019-06-24,3.86,2,276
345397,Spacious typical A'dam APT 120mtr,1751751,Nyika,,De Pijp - Rivierenbuurt,52.35711,4.90391,Entire home/apt,169,2,42,2019-04-28,0.48,1,0
349208,Cozy room at Magnolia,1029506,Mercedes,,Oud-Oost,52.35135,4.91779,Private room,75,1,100,2019-06-02,1.19,1,268
350271,Luxe boat AMSTERDAM IJBURG!!!,1775032,Agustina,,IJburg - Zeeburgereiland,52.36076,4.98876,Entire home/apt,395,7,3,2018-09-17,0.06,1,358
356220,"City Centre/Canalzone, comfy, cozy and quiet room!",1801815,Ingrid,,Centrum-Oost,52.35989,4.89397,Private room,140,2,174,2019-06-09,1.96,1,4
356424,Sunny appartment in Westerpark,1803801,Annemarie,,Westerpark,52.37855,4.87037,Entire home/apt,100,5,16,2016-01-05,0.19,1,0
357980,★ STYLISH FAMILY HOME - CITY CENTER,1811745,Marre,,De Baarsjes - Oud-West,52.36545,4.8753,Entire home/apt,245,2,76,2019-05-08,0.86,1,17
361342,★ Stunning City Centre Apartment #3,1826139,Esther & Jan,,Centrum-West,52.38029,4.89337,Entire home/apt,299,7,98,2019-05-06,1.12,9,46
363678,Canal Apartment in Center - quiet & characteristic,597374,Ardi,,Centrum-West,52.37265,4.88124,Entire home/apt,169,2,26,2019-06-23,0.30,1,188
